1000
1857	2738
2894	8773
1463	5183
6905	8268
3221	2457
3473	730
2983	4045
5486	5208
815	6755
1875	934
606	7576
6045	4078
9323	8669
7952	2547
303	8201
6131	4811
7871	9452
854	1630
5468	655
7539	7194
2588	3671
5319	3872
4004	3636
8823	9370
2183	4813
4853	437
8935	5346
8461	2389
2920	9868
4339	473
8222	1895
9336	5659
5826	447
8995	3322
3337	1432
7140	4825
7970	3168
1959	6377
8240	6048
953	5905
5779	7114
7741	883
5927	7473
3088	4641
8609	9286
4558	9381
7577	1956
8888	4529
3717	7332
7074	9300
1880	753
8823	4604
255	6767
3610	8398
9728	2393
2860	8228
2032	5977
9534	3627
8144	172
1896	1532
6615	4909
3587	126
2628	2673
9761	9724
1941	1952
5552	6945
3436	3149
4392	4101
6746	2567
9328	6317
4146	9128
695	2216
6337	8418
8455	6114
2684	3094
713	9431
5066	5653
8216	6620
7158	6191
636	4345
676	6403
8073	876
7813	1209
6832	3156
1595	9219
2050	607
4780	2726
3303	2675
2177	523
4923	2899
5349	7686
2269	8907
784	3975
3825	1158
7260	142
9046	110
2894	8707
1994	6722
4565	6538
6363	3724
2643	6261
4704	7644
1363	3820
3156	4019
8413	5866
8040	4713
6147	7878
4272	8595
9058	1440
6460	1645
5821	9743
9182	4040
3520	9039
4592	5876
2535	6181
6411	7863
5360	281
885	3082
9005	9739
3077	7573
8832	6327
3594	7641
2370	3125
6563	4337
6104	7017
9571	6887
2246	4107
6650	2485
269	7510
3584	3889
4883	87
419	1878
8122	2489
8623	8722
2071	266
367	1127
7749	9472
7447	654
178	3414
9665	3534
8889	9622
1103	4661
508	8482
731	9452
9129	598
2726	8714
1324	2380
4862	1267
4210	8839
2489	684
2201	2140
2379	9488
7018	3643
9113	2349
5310	7647
5981	8787
5094	8384
3497	2095
7046	1110
5910	6658
223	7807
8583	9828
7371	1529
5383	7632
7943	8383
8634	6223
9334	864
8807	4244
641	713
6384	1784
5952	2973
8227	172
461	3812
6921	5779
6121	4015
5754	4492
939	4135
9480	6939
7627	1458
9464	1350
2465	6698
9389	4524
2830	7903
8201	5081
246	126
5959	188
5552	7956
364	6688
6631	6595
4831	8043
9211	4941
6510	8272
2162	9596
3429	666
9220	1013
652	1935
1439	893
5512	1849
1318	6163
7721	2950
2293	5355
946	4900
9185	2344
7340	2611
1163	6952
9885	1086
6825	314
3721	8796
1846	454
8212	7302
2898	7142
5926	4678
8393	1378
4245	7143
4979	2948
5116	2504
7921	1150
7072	6188
4477	1879
8621	9726
9521	4655
5116	7139
298	2975
2673	6191
6420	8092
2409	3609
6588	9259
3497	9459
8031	8003
1597	2141
5883	4010
4618	9956
3983	8366
4339	8839
5588	9662
9066	4810
8745	8841
3996	8954
9748	8307
6621	2973
2535	5443
4689	801
6278	5630
2943	3625
8665	2419
1073	5507
3405	5303
3994	1889
9835	7721
1395	3051
7450	289
4741	2634
2051	6138
5718	8107
1107	1808
9276	2980
2884	7459
905	3447
5208	9751
4259	2921
5367	3325
1481	5865
1501	4571
2066	364
6191	1734
5450	41
7616	8036
7850	4950
838	4756
6962	8246
1950	6879
2757	50
6765	1291
5540	3705
5325	5265
5616	4637
7999	6484
8054	5031
8162	319
5161	9307
4848	5172
766	5967
9375	4133
6804	4482
1506	5923
8314	1762
4186	3512
4158	1957
